Input,Output 1,Output 2
45.312500,dfb2bf23,5f32bf23
45.375000,dfb2c44e,5f32c44e
45.437500,dfb2c988,5f32c988
45.500000,dfb2ced0,5f32ced0
45.562500,dfb2d426,5f32d426
45.625000,dfb2d98a,5f32d98a
45.687500,dfb2defc,5f32defc
45.750000,dfb2e47c,5f32e47c
45.812500,dfb2ea0a,5f32ea0a
45.875000,dfb2efa5,5f32efa5
45.937500,dfb2f54f,5f32f54f
46.000000,dfb2fb06,5f32fb06
46.062500,dfb300cb,5f3300cb
46.125000,dfb3069e,5f33069e
46.187500,dfb30c7e,5f330c7e
46.250000,dfb3126c,5f33126c
46.312500,dfb31867,5f331867
46.375000,dfb31e70,5f331e70
46.437500,dfb32486,5f332486
46.500000,dfb32aa9,5f332aa9
46.562500,dfb330da,5f3330da
46.625000,dfb33718,5f333718
46.687500,dfb33d64,5f333d64
46.750000,dfb343bc,5f3343bc
46.812500,dfb34a22,5f334a22
46.875000,dfb35095,5f335095
46.937500,dfb35715,5f335715
47.000000,dfb35da2,5f335da2
47.062500,dfb3643c,5f33643c
47.125000,dfb36ae3,5f336ae3
47.187500,dfb37197,5f337197
47.250000,dfb37857,5f337857
47.312500,dfb37f25,5f337f25
47.375000,dfb385ff,5f3385ff
47.437500,dfb38ce6,5f338ce6
47.500000,dfb393d9,5f3393d9
47.562500,dfb39ada,5f339ada
47.625000,dfb3a1e7,5f33a1e7
47.687500,dfb3a900,5f33a900
47.750000,dfb3b026,5f33b026
47.812500,dfb3b758,5f33b758
47.875000,dfb3be97,5f33be97
47.937500,dfb3c5e3,5f33c5e3
48.000000,dfb3cd3a,5f33cd3a
48.062500,dfb3d49e,5f33d49e
48.125000,dfb3dc0e,5f33dc0e
48.187500,dfb3e38b,5f33e38b
48.250000,dfb3eb13,5f33eb13
48.312500,dfb3f2a8,5f33f2a8
48.375000,dfb3fa49,5f33fa49
48.437500,dfb401f6,5f3401f6
48.500000,dfb409af,5f3409af
48.562500,dfb41174,5f341174
48.625000,dfb41945,5f341945
48.687500,dfb42122,5f342122
48.750000,dfb4290b,5f34290b
48.812500,dfb43100,5f343100
48.875000,dfb43900,5f343900
48.937500,dfb4410d,5f34410d
49.000000,dfb44925,5f344925
49.062500,dfb45148,5f345148
49.125000,dfb45978,5f345978
49.187500,dfb461b3,5f3461b3
49.250000,dfb469f9,5f3469f9
49.312500,dfb4724b,5f34724b
49.375000,dfb47aa9,5f347aa9
49.437500,dfb48312,5f348312
49.500000,dfb48b87,5f348b87
49.562500,dfb49407,5f349407
49.625000,dfb49c92,5f349c92
49.687500,dfb4a529,5f34a529
49.750000,dfb4adca,5f34adca
49.812500,dfb4b678,5f34b678
49.875000,dfb4bf30,5f34bf30
49.937500,dfb4c7f4,5f34c7f4
50.000000,dfb4d0c3,5f34d0c3
50.062500,dfb4d99c,5f34d99c
50.125000,dfb4e281,5f34e281
50.187500,dfb4eb72,5f34eb72
50.250000,dfb4f46d,5f34f46d
50.312500,dfb4fd73,5f34fd73
50.375000,dfb50684,5f350684
50.437500,dfb50fa0,5f350fa0
50.500000,dfb518c6,5f3518c6
50.562500,dfb521f8,5f3521f8
50.625000,dfb52b35,5f352b35
50.687500,dfb5347c,5f35347c
50.750000,dfb53dce,5f353dce
50.812500,dfb5472a,5f35472a
50.875000,dfb55092,5f355092
50.937500,dfb55a04,5f355a04
51.000000,dfb56381,5f356381
51.062500,dfb56d08,5f356d08
51.125000,dfb5769a,5f35769a
51.187500,dfb58036,5f358036
51.250000,dfb589dd,5f3589dd
51.312500,dfb5938e,5f35938e
51.375000,dfb59d4a,5f359d4a
51.437500,dfb5a710,5f35a710
51.500000,dfb5b0e0,5f35b0e0
51.562500,dfb5babb,5f35babb
51.625000,dfb5c4a0,5f35c4a0
51.687500,dfb5ce8f,5f35ce8f
51.750000,dfb5d889,5f35d889
51.812500,dfb5e28d,5f35e28d
51.875000,dfb5ec9b,5f35ec9b
51.937500,dfb5f6b3,5f35f6b3
52.000000,dfb600d5,5f3600d5
52.062500,dfb60b01,5f360b01
52.125000,dfb61538,5f361538
52.187500,dfb61f78,5f361f78
52.250000,dfb629c2,5f3629c2
52.312500,dfb63417,5f363417
52.375000,dfb63e75,5f363e75
52.437500,dfb648dd,5f3648dd
52.500000,dfb6534f,5f36534f
52.562500,dfb65dcb,5f365dcb
52.625000,dfb66851,5f366851
52.687500,dfb672e0,5f3672e0
52.750000,dfb67d79,5f367d79
52.812500,dfb6881c,5f36881c
52.875000,dfb692c9,5f3692c9
52.937500,dfb69d7f,5f369d7f
53.000000,dfb6a83f,5f36a83f
53.062500,dfb6b309,5f36b309
53.125000,dfb6bddc,5f36bddc
53.187500,dfb6c8b9,5f36c8b9
53.250000,dfb6d39f,5f36d39f
53.312500,dfb6de8f,5f36de8f
53.375000,dfb6e988,5f36e988
53.437500,dfb6f48b,5f36f48b
53.500000,dfb6ff97,5f36ff97
53.562500,dfb70aad,5f370aad
53.625000,dfb715cb,5f3715cb
53.687500,dfb720f4,5f3720f4
53.750000,dfb72c25,5f372c25
53.812500,dfb73760,5f373760
53.875000,dfb742a4,5f3742a4
53.937500,dfb74df1,5f374df1
54.000000,dfb75948,5f375948
54.062500,dfb764a7,5f3764a7
54.125000,dfb77010,5f377010
54.187500,dfb77b82,5f377b82
54.250000,dfb786fd,5f3786fd
54.312500,dfb79281,5f379281
54.375000,dfb79e0e,5f379e0e
54.437500,dfb7a9a4,5f37a9a4
54.500000,dfb7b544,5f37b544
54.562500,dfb7c0ec,5f37c0ec
54.625000,dfb7cc9d,5f37cc9d
54.687500,dfb7d857,5f37d857
54.750000,dfb7e41a,5f37e41a
54.812500,dfb7efe5,5f37efe5
54.875000,dfb7fbba,5f37fbba
54.937500,dfb80797,5f380797
55.000000,dfb8137d,5f38137d
55.062500,dfb81f6c,5f381f6c
55.125000,dfb82b64,5f382b64
55.187500,dfb83764,5f383764
55.250000,dfb8436d,5f38436d
55.312500,dfb84f7f,5f384f7f
55.375000,dfb85b9a,5f385b9a
55.437500,dfb867bd,5f3867bd
55.500000,dfb873e8,5f3873e8
55.562500,dfb8801c,5f38801c
55.625000,dfb88c59,5f388c59
55.687500,dfb8989e,5f38989e
55.750000,dfb8a4ec,5f38a4ec
55.812500,dfb8b142,5f38b142
55.875000,dfb8bda1,5f38bda1
55.937500,dfb8ca08,5f38ca08
56.000000,dfb8d677,5f38d677
56.062500,dfb8e2ef,5f38e2ef
56.125000,dfb8ef6f,5f38ef6f
56.187500,dfb8fbf8,5f38fbf8
56.250000,dfb90889,5f390889
56.312500,dfb91522,5f391522
56.375000,dfb921c3,5f3921c3
56.437500,dfb92e6d,5f392e6d
56.500000,dfb93b1e,5f393b1e
56.562500,dfb947d8,5f3947d8
56.625000,dfb9549b,5f39549b
56.687500,dfb96165,5f396165
56.750000,dfb96e37,5f396e37
56.812500,dfb97b12,5f397b12
56.875000,dfb987f5,5f3987f5
56.937500,dfb994df,5f3994df
57.000000,dfb9a1d2,5f39a1d2
57.062500,dfb9aecd,5f39aecd
57.125000,dfb9bbd0,5f39bbd0
57.187500,dfb9c8da,5f39c8da
57.250000,dfb9d5ed,5f39d5ed
57.312500,dfb9e308,5f39e308
57.375000,dfb9f02a,5f39f02a
57.437500,dfb9fd55,5f39fd55
57.500000,dfba0a87,5f3a0a87
57.562500,dfba17c1,5f3a17c1
57.625000,dfba2503,5f3a2503
57.687500,dfba324d,5f3a324d
57.750000,dfba3f9e,5f3a3f9e
57.812500,dfba4cf7,5f3a4cf7
57.875000,dfba5a58,5f3a5a58
57.937500,dfba67c1,5f3a67c1
58.000000,dfba7532,5f3a7532
58.062500,dfba82aa,5f3a82aa
58.125000,dfba9029,5f3a9029
58.187500,dfba9db1,5f3a9db1
58.250000,dfbaab40,5f3aab40
58.312500,dfbab8d6,5f3ab8d6
58.375000,dfbac674,5f3ac674
58.437500,dfbad41a,5f3ad41a
58.500000,dfbae1c7,5f3ae1c7
58.562500,dfbaef7c,5f3aef7c
58.625000,dfbafd38,5f3afd38
58.687500,dfbb0afc,5f3b0afc
58.750000,dfbb18c7,5f3b18c7
58.812500,dfbb269a,5f3b269a
58.875000,dfbb3474,5f3b3474
58.937500,dfbb4255,5f3b4255
59.000000,dfbb503e,5f3b503e
59.062500,dfbb5e2e,5f3b5e2e
59.125000,dfbb6c25,5f3b6c25
59.187500,dfbb7a24,5f3b7a24
59.250000,dfbb882a,5f3b882a
59.312500,dfbb9638,5f3b9638
59.375000,dfbba44c,5f3ba44c
59.437500,dfbbb268,5f3bb268
59.500000,dfbbc08b,5f3bc08b
59.562500,dfbbceb5,5f3bceb5
59.625000,dfbbdce7,5f3bdce7
59.687500,dfbbeb1f,5f3beb1f
59.750000,dfbbf95f,5f3bf95f
59.812500,dfbc07a6,5f3c07a6
59.875000,dfbc15f4,5f3c15f4
59.937500,dfbc2449,5f3c2449
60.000000,dfbc32a5,5f3c32a5
60.062500,dfbc4108,5f3c4108
60.125000,dfbc4f72,5f3c4f72
60.187500,dfbc5de4,5f3c5de4
60.250000,dfbc6c5c,5f3c6c5c
60.312500,dfbc7adb,5f3c7adb
60.375000,dfbc8961,5f3c8961
60.437500,dfbc97ee,5f3c97ee
60.500000,dfbca682,5f3ca682
60.562500,dfbcb51d,5f3cb51d
60.625000,dfbcc3bf,5f3cc3bf
60.687500,dfbcd268,5f3cd268
60.750000,dfbce117,5f3ce117
60.812500,dfbcefce,5f3cefce
60.875000,dfbcfe8b,5f3cfe8b
60.937500,dfbd0d4f,5f3d0d4f
61.000000,dfbd1c1a,5f3d1c1a
61.062500,dfbd2aeb,5f3d2aeb
61.125000,dfbd39c3,5f3d39c3
61.187500,dfbd48a2,5f3d48a2
61.250000,dfbd5788,5f3d5788
61.312500,dfbd6675,5f3d6675
61.375000,dfbd7568,5f3d7568
61.437500,dfbd8461,5f3d8461
61.500000,dfbd9362,5f3d9362
61.562500,dfbda269,5f3da269
61.625000,dfbdb176,5f3db176
61.687500,dfbdc08b,5f3dc08b
61.750000,dfbdcfa6,5f3dcfa6
61.812500,dfbddec7,5f3ddec7
61.875000,dfbdedef,5f3dedef
61.937500,dfbdfd1d,5f3dfd1d
62.000000,dfbe0c52,5f3e0c52
62.062500,dfbe1b8e,5f3e1b8e
62.125000,dfbe2ad0,5f3e2ad0
62.187500,dfbe3a18,5f3e3a18
62.250000,dfbe4967,5f3e4967
62.312500,dfbe58bc,5f3e58bc
62.375000,dfbe6818,5f3e6818
62.437500,dfbe777a,5f3e777a
62.500000,dfbe86e2,5f3e86e2
62.562500,dfbe9651,5f3e9651
62.625000,dfbea5c6,5f3ea5c6
62.687500,dfbeb542,5f3eb542
62.750000,dfbec4c4,5f3ec4c4
62.812500,dfbed44c,5f3ed44c
62.875000,dfbee3da,5f3ee3da
62.937500,dfbef36f,5f3ef36f
63.000000,dfbf030a,5f3f030a
63.062500,dfbf12ab,5f3f12ab
63.125000,dfbf2253,5f3f2253
63.187500,dfbf3200,5f3f3200
63.250000,dfbf41b4,5f3f41b4
63.312500,dfbf516e,5f3f516e
63.375000,dfbf612e,5f3f612e
63.437500,dfbf70f5,5f3f70f5
63.500000,dfbf80c1,5f3f80c1
63.562500,dfbf9094,5f3f9094
63.625000,dfbfa06d,5f3fa06d
63.687500,dfbfb04b,5f3fb04b
63.750000,dfbfc030,5f3fc030
63.812500,dfbfd01b,5f3fd01b
63.875000,dfbfe00c,5f3fe00c
63.937500,dfbff003,5f3ff003
64.000000,dfc00000,5f400000
