Input,Constant,Output
52.312500,5f36e561,0.138255
52.375000,5f36f0c6,0.138173
52.437500,5f36fc32,0.138090
52.500000,5f3707a6,0.138008
52.562500,5f371320,0.137926
52.625000,5f371ea0,0.137844
52.687500,5f372a28,0.137762
52.750000,5f3735b6,0.137680
52.812500,5f37414a,0.137599
52.875000,5f374ce5,0.137517
52.937500,5f375886,0.137436
53.000000,5f37642e,0.137355
53.062500,5f376fdc,0.137274
53.125000,5f377b90,0.137193
53.187500,5f37874a,0.137112
53.250000,5f379309,0.137032
53.312500,5f379ecf,0.136951
53.375000,5f37aa9b,0.136871
53.437500,5f37b66c,0.136791
53.500000,5f37c244,0.136711
53.562500,5f37ce20,0.136631
53.625000,5f37da03,0.136552
53.687500,5f37e5ea,0.136472
53.750000,5f37f1d8,0.136393
53.812500,5f37fdca,0.136313
53.875000,5f3809c2,0.136234
53.937500,5f3815bf,0.136155
54.000000,5f3821c1,0.136076
54.062500,5f382dc8,0.135998
54.125000,5f3839d4,0.135919
54.187500,5f3845e5,0.135841
54.250000,5f3851fb,0.135762
54.312500,5f385e16,0.135684
54.375000,5f386a35,0.135606
54.437500,5f387659,0.135528
54.500000,5f388282,0.135450
54.562500,5f388eaf,0.135373
54.625000,5f389ae0,0.135295
54.687500,5f38a716,0.135218
54.750000,5f38b350,0.135141
54.812500,5f38bf8e,0.135063
54.875000,5f38cbd1,0.134986
54.937500,5f38d818,0.134910
55.000000,5f38e462,0.134833
55.062500,5f38f0b1,0.134756
55.125000,5f38fd03,0.134680
55.187500,5f390959,0.134604
55.250000,5f3915b4,0.134527
55.312500,5f392211,0.134451
55.375000,5f392e73,0.134375
55.437500,5f393ad8,0.134300
55.500000,5f394740,0.134224
55.562500,5f3953ac,0.134148
55.625000,5f39601b,0.134073
55.687500,5f396c8e,0.133998
55.750000,5f397904,0.133923
55.812500,5f39857c,0.133848
55.875000,5f3991f9,0.133773
55.937500,5f399e78,0.133698
56.000000,5f39aafa,0.133623
56.062500,5f39b77f,0.133549
56.125000,5f39c407,0.133474
56.187500,5f39d092,0.133400
56.250000,5f39dd1f,0.133326
56.312500,5f39e9af,0.133252
56.375000,5f39f642,0.133178
56.437500,5f3a02d7,0.133104
56.500000,5f3a0f6f,0.133031
56.562500,5f3a1c09,0.132957
56.625000,5f3a28a6,0.132884
56.687500,5f3a3545,0.132810
56.750000,5f3a41e6,0.132737
56.812500,5f3a4e8a,0.132664
56.875000,5f3a5b2f,0.132591
56.937500,5f3a67d7,0.132519
57.000000,5f3a7480,0.132446
57.062500,5f3a812c,0.132373
57.125000,5f3a8dd9,0.132301
57.187500,5f3a9a89,0.132229
57.250000,5f3aa73a,0.132156
57.312500,5f3ab3ed,0.132084
57.375000,5f3ac0a1,0.132012
57.437500,5f3acd57,0.131941
57.500000,5f3ada0f,0.131869
57.562500,5f3ae6c8,0.131797
57.625000,5f3af383,0.131726
57.687500,5f3b003f,0.131655
57.750000,5f3b0cfc,0.131583
57.812500,5f3b19bb,0.131512
57.875000,5f3b267b,0.131441
57.937500,5f3b333c,0.131370
58.000000,5f3b3ffe,0.131300
58.062500,5f3b4cc1,0.131229
58.125000,5f3b5986,0.131158
58.187500,5f3b664b,0.131088
58.250000,5f3b7311,0.131018
58.312500,5f3b7fd8,0.130948
58.375000,5f3b8c9f,0.130877
58.437500,5f3b9968,0.130807
58.500000,5f3ba631,0.130738
58.562500,5f3bb2fb,0.130668
58.625000,5f3bbfc5,0.130598
58.687500,5f3bcc90,0.130529
58.750000,5f3bd95b,0.130459
58.812500,5f3be627,0.130390
58.875000,5f3bf2f3,0.130321
58.937500,5f3bffbf,0.130252
59.000000,5f3c0c8c,0.130183
59.062500,5f3c1959,0.130114
59.125000,5f3c2626,0.130045
59.187500,5f3c32f3,0.129977
59.250000,5f3c3fc0,0.129908
59.312500,5f3c4c8d,0.129840
59.375000,5f3c595b,0.129772
59.437500,5f3c6628,0.129703
59.500000,5f3c72f5,0.129635
59.562500,5f3c7fc2,0.129567
59.625000,5f3c8c8e,0.129500
59.687500,5f3c995b,0.129432
59.750000,5f3ca627,0.129364
59.812500,5f3cb2f2,0.129297
59.875000,5f3cbfbd,0.129229
59.937500,5f3ccc88,0.129162
60.000000,5f3cd952,0.129095
60.062500,5f3ce61c,0.129028
60.125000,5f3cf2e5,0.128961
60.187500,5f3cffae,0.128894
60.250000,5f3d0c75,0.128827
60.312500,5f3d193c,0.128760
60.375000,5f3d2602,0.128694
60.437500,5f3d32c8,0.128627
60.500000,5f3d3f8c,0.128561
60.562500,5f3d4c50,0.128495
60.625000,5f3d5912,0.128428
60.687500,5f3d65d4,0.128362
60.750000,5f3d7294,0.128296
60.812500,5f3d7f54,0.128231
60.875000,5f3d8c12,0.128165
60.937500,5f3d98cf,0.128099
61.000000,5f3da58b,0.128034
61.062500,5f3db245,0.127968
61.125000,5f3dbeff,0.127903
61.187500,5f3dcbb6,0.127838
61.250000,5f3dd86d,0.127772
61.312500,5f3de522,0.127707
61.375000,5f3df1d5,0.127642
61.437500,5f3dfe87,0.127578
61.500000,5f3e0b38,0.127513
61.562500,5f3e17e7,0.127448
61.625000,5f3e2494,0.127384
61.687500,5f3e313f,0.127319
61.750000,5f3e3de9,0.127255
61.812500,5f3e4a91,0.127191
61.875000,5f3e5737,0.127126
61.937500,5f3e63db,0.127062
62.000000,5f3e707e,0.126998
62.062500,5f3e7d1e,0.126935
62.125000,5f3e89bd,0.126871
62.187500,5f3e9659,0.126807
62.250000,5f3ea2f3,0.126743
62.312500,5f3eaf8c,0.126680
62.375000,5f3ebc22,0.126617
62.437500,5f3ec8b6,0.126553
62.500000,5f3ed548,0.126490
62.562500,5f3ee1d7,0.126427
62.625000,5f3eee65,0.126364
62.687500,5f3efaef,0.126301
62.750000,5f3f0778,0.126238
62.812500,5f3f13fe,0.126175
62.875000,5f3f2082,0.126113
62.937500,5f3f2d03,0.126050
63.000000,5f3f3982,0.125988
63.062500,5f3f45ff,0.125925
63.125000,5f3f5278,0.125863
63.187500,5f3f5ef0,0.125801
63.250000,5f3f6b64,0.125739
63.312500,5f3f77d6,0.125677
63.375000,5f3f8445,0.125615
63.437500,5f3f90b1,0.125553
63.500000,5f3f9d1b,0.125491
63.562500,5f3fa982,0.125429
63.625000,5f3fb5e6,0.125368
63.687500,5f3fc247,0.125306
63.750000,5f3fcea5,0.125245
63.812500,5f3fdb00,0.125183
63.875000,5f3fe758,0.125122
63.937500,5f3ff3ad,0.125061
64.000000,5f3fffff,0.125000
